g;g;g;g;g;g;g;g;g
15;20;23;29;23;20;15;4071,184594;0,184594194
28;6;16;25;28;16;6;-2565;0
20;19;9;24;20;19;9;1469,693846;0,69384567
1;22;20;21,5;22;20;1;-71,29094218;0,709057816
18;8;12;19;18;12;8;335,6352187;0,635218653
7;22;26;27,5;26;22;7;886,8989822;0,898982234
29;18;21;34;29;21;18;6064,189971;0,189970639
20;22;15;28,5;22;20;15;3981,882871;0,882870617
3;9;3;7,5;9;3;3;-83,18536342;0,814636579
17;24;29;35;29;24;17;7028,302782;0,302782322
27;30;26;41,5;30;27;26;16650,28184;0,281835781
1;24;23;24;24;23;1;0;0
4;8;30;21;30;8;4;-9114,743057;0,256942733
11;27;20;29;27;20;11;1744,793398;0,793397512
15;27;18;30;27;18;15;2957,701811;0,701810528
27;18;16;30,5;27;18;16;3503,450448;0,450447639
28;4;2;17;28;4;2;-8844,061567;0,93843305
3;1;15;9,5;15;3;1;-936,6056526;0,394347424
16;4;10;15;16;10;4;-213,014084;0,985915959
19;16;11;23;19;16;11;1611,399392;0,399391833
27;13;12;26;27;13;12;-928,0215515;0,978448526
9;13;17;19,5;17;13;9;753,4595989;0,459598909
4;1;17;11;17;4;1;-1392,982412;0,017588051
23;22;20;32,5;23;22;20;7108,281166;0,281165852
12;1;19;16;19;12;1;-720;0
5;12;27;22;27;12;5;-3986,853396;0,14660415
25;19;24;34;25;24;19;7871,785058;0,785058041
11;24;17;26;24;17;11;1376,735269;0,73526867
13;5;29;23,5;29;13;5;-5179,139968;0,860032333
27;25;26;39;27;26;25;13639,07563;0,075628502
12;11;19;21;19;12;11;824,8636251;0,863625092
16;7;8;15,5;16;8;7;-125,4920005;0,507999508
9;25;12;23;25;12;9;-1477,116109;0,88389082
28;30;1;29,5;30;28;1;-116,0959665;0,9040335
18;19;9;23;19;18;9;1342,832827;0,832826528
24;2;17;21,5;24;17;2;-1017,200029;0,799971275
16;21;6;21,5;21;16;6;197,6439942;0,643994185
24;1;19;22;24;19;1;-590,9923857;0,007614262
27;21;8;28;27;21;8;740,8103671;0,810367098
10;15;7;16;15;10;7;216;0
3;8;30;20,5;30;8;3;-9409,11112;0,888879904
8;10;11;14,5;11;10;8;389,8323859;0,832385856
6;8;27;20,5;27;8;6;-5334,187808;0,812192066
27;7;3;18,5;27;7;3;-6516,799035;0,200964886
24;9;12;22,5;24;12;9;-1008,568931;0,43106876
13;15;4;16;15;13;4;144;0
5;18;20;21,5;20;18;5;401,6636011;0,663601086
12;28;4;22;28;12;4;-5065,649021;0,350979391
25;7;30;31;30;25;7;801,7580682;0,758068248
2;22;18;21;22;18;2;-261,2068146;0,793185388
13;2;3;9;13;3;2;-504;0
9;13;15;18,5;15;13;9;786,5751166;0,575116605
20;18;2;20;20;18;2;0;0
3;27;5;17,5;27;5;3;-7203,119916;0,880084058
26;14;8;24;26;14;8;-1567,673435;0,326564619
9;6;17;16;17;9;6;-280;0
14;14;11;19,5;14;14;11;1135,433256;0,433256377
3;20;26;24,5;26;20;3;-718,3321013;0,667898662
20;3;1;12;20;3;1;-2743,568479;0,431520811
3;21;3;13,5;21;3;3;-3038,132747;0,867253404
24;10;6;20;24;10;6;-2504,396135;0,6038652
8;8;29;22,5;29;8;8;-6482,471561;0,528439009
10;15;21;23;21;15;10;997,5329568;0,532956849
5;23;1;14,5;23;5;1;-4151,072329;0,927671485
12;30;16;29;30;16;12;-1190,121422;0,878577623
11;16;15;21;16;15;11;1374,772708;0,772708487
28;19;21;34;28;21;19;6822,213717;0,213716969
20;16;25;30,5;25;20;16;4624,554591;0,554590884
27;8;8;21,5;27;8;8;-4647,82167;0,178330289
17;9;19;22,5;19;17;9;1232,69536;0,695360404
4;6;13;11,5;13;6;4;-209,8283339;0,171666147
12;18;3;16,5;18;12;3;-370,1514998;0,848500189
20;26;26;36;26;26;20;9600;0
5;6;30;20,5;30;6;5;-9667,189597;0,810403467
18;5;16;19,5;18;16;5;336,158898;0,158897975
10;4;9;11,5;10;9;4;95,37651539;0,376515388
11;4;30;22,5;30;11;4;-7568,713937;0,286062741
29;4;13;23;29;13;4;-5467,247937;0,752063423
15;13;7;17,5;15;13;7;494,1523282;0,152328172
4;29;10;21,5;29;10;4;-6998,683958;0,316041681
21;4;18;21,5;21;18;4;142,0022832;0,002283212
19;8;30;28,5;30;19;8;-1559,520742;0,479257813
11;6;27;22;27;11;6;-4127,565869;0,434131355
24;10;14;24;24;14;10;0;0
12;15;27;27;27;15;12;0;0
30;1;16;23,5;30;16;1;-5317,298844;0,701156396
22;1;28;25,5;28;22;1;-1082,540686;0,459314419
19;8;23;25;23;19;8;1020;0
4;26;13;21,5;26;13;4;-3103,76419;0,235809789
22;1;22;22,5;22;22;1;25,49586364;0,495863635
15;12;19;23;19;15;12;1688,132696;0,132696206
23;14;18;27,5;23;18;14;3026,469033;0,469032501
13;22;15;25;22;15;13;1800;0
29;18;7;27;29;18;7;-1870,614872;0,385127826
2;15;25;21;25;15;2;-2089,654517;0,3454831
5;16;20;20,5;20;16;5;157,9032783;0,903278346
7;26;28;30,5;28;26;7;1460,058659;0,058659459
1;5;16;11;16;5;1;-994,9874371;0,012562893
28;30;10;34;30;28;10;3358,628291;0,628291431
30;30;5;32,5;30;30;5;979,8382559;0,838255945
10;20;28;29;28;20;10;920,863182;0,86318202
29;18;16;31,5;29;18;16;2936,031781;0,031780684
30;13;12;27,5;30;13;12;-2946,497358;0,502642172
19;18;14;25,5;19;18;14;2831,017478;0,017478035
13;18;8;19,5;18;13;8;495,1305936;0,130593569
13;7;29;24,5;29;13;7;-4482,615051;0,384949016
28;17;18;31,5;28;18;17;3845,254526;0,25452567
13;30;19;31;30;19;13;1202,637102;0,637102371
21;20;6;23,5;21;20;6;742,3009782;0,300978167
19;14;1;17;19;14;1;-395,8181401;0,181859941
6;30;15;25,5;30;15;6;-4652,715681;0,284318708
4;21;1;13;21;4;1;-3115,196302;0,803697999
6;2;1;4,5;6;2;1;-27,84232951;0,157670491
13;3;17;16,5;17;13;3;-95,96520365;0,034796345
8;13;16;18,5;16;13;8;620,9803552;0,980355215
28;21;30;39,5;30;28;21;12702,57366;0,573656239
26;27;12;32,5;27;26;12;4178,030323;0,030323348
8;12;21;20,5;21;12;8;-240,5336677;0,466332268
9;21;21;25,5;21;21;9;1687,248544;0,248543765
4;26;22;26;26;22;4;0;0
2;10;16;14;16;10;2;-359,1991091;0,80089087
18;21;26;32,5;26;21;18;6179,038194;0,038194397
27;29;5;30,5;29;27;5;739,3488531;0,348853088
28;9;18;27,5;28;18;9;-460,8203877;0,179612335
16;17;28;30,5;28;17;16;2702,661774;0,661773893
17;22;1;20;22;17;1;-509,8234989;0,17650113
17;7;5;14,5;17;7;5;-678,2797922;0,720207759
29;11;28;34;29;28;11;4023,356807;0,356807443
2;24;30;28;30;24;2;-1100,632545;0,367454597
19;16;6;20,5;19;16;6;443,1479102;0,147910198
6;7;2;7,5;7;6;2;11,29677775;0,296777749
16;21;14;25,5;21;16;14;2482,584558;0,584557661
27;22;22;35,5;27;22;22;9229,977434;0,977433867
12;2;14;14;14;12;2;0;0
2;25;16;21,5;25;16;2;-1740,542271;0,457728627
8;16;25;24,5;25;16;8;-347,1010412;0,898958785
15;20;16;25,5;20;16;15;2770,420448;0,420448404
7;20;4;15,5;20;7;4;-1731,789607;0,21039321
8;19;4;15,5;19;8;4;-1188,483063;0,516936516
9;20;5;17;20;9;5;-1187,45442;0,545579822
10;16;11;18,5;16;11;10;685,4977947;0,497794717
3;12;22;18,5;22;12;3;-1516,697474;0,302526355
4;21;12;18,5;21;12;4;-1013,461446;0,538554477
25;5;23;26,5;25;23;5;581,0596261;0,059626082
12;13;18;21,5;18;13;12;1310,478214;0,478213645
12;9;21;21;21;12;9;0;0
7;4;8;9,5;8;7;4;63,57051941;0,570519406
21;21;1;21,5;21;21;1;23,76364739;0,763647395
1;12;6;9,5;12;6;1;-229,2391457;0,760854265
27;9;18;27;27;18;9;0;0
19;11;13;21,5;19;13;11;1034,588063;0,588063404
15;10;24;24,5;24;15;10;340,9138569;0,91385688
24;5;9;19;24;9;5;-3051,22926;0,770739522
25;15;7;23,5;25;15;7;-1019,83065;0,169349996
1;12;16;14,5;16;12;1;-192,7742567;0,225743258
15;26;30;35,5;30;26;15;6381,96374;0,963740079
13;3;10;13;13;10;3;0;0
12;18;5;17,5;18;12;5;-143,8009421;0,199057939
6;27;2;17,5;27;6;2;-7083,895862;0,104137839
12;15;21;24;21;15;12;1587,269353;0,269353323
21;2;5;14;21;5;2;-2828,692984;0,307015599
11;11;22;22;22;11;11;0;0
19;8;8;17,5;19;8;8;-566,3142555;0,68574454
30;17;7;27;30;17;7;-3117,691454;0,308546376
16;9;23;24;23;16;9;587,8775383;0,877538268
24;20;14;29;24;20;14;3634,986245;0,986244816
28;6;24;29;28;24;6;619,2939528;0,29395282
2;8;18;14;18;8;2;-1077,597327;0,402672609
23;19;26;34;26;23;19;7696,856501;0,856501196
5;16;17;19;17;16;5;366,1475113;0,147511257
3;11;20;17;20;11;3;-1039,022618;0,977382344
7;19;25;25,5;25;19;7;303,6163672;0,61636721
27;11;16;27;27;16;11;0;0
28;17;14;29,5;28;17;14;1578,49779;0,497790128
17;9;15;20,5;17;15;9;1002,317942;0,317942478
27;22;25;37;27;25;22;10948,97255;0,972554537
7;14;16;18,5;16;14;7;556,4629157;0,462915712
9;24;14;23,5;24;14;9;-333,8839502;0,11604982
18;17;3;19;18;17;3;139,4847662;0,484766193
29;3;23;27,5;29;23;3;-867,2338163;0,766183669
4;19;25;24;25;19;4;-489,8979486;0,102051443
21;19;7;23,5;21;19;7;899,8505735;0,850573533
29;18;18;32,5;29;18;18;4195,132955;0,132954724
6;21;17;22;21;17;6;375,2332608;0,233260786
9;8;19;18;19;9;8;-381,8376618;0,162338159
7;23;13;21,5;23;13;7;-857,2301097;0,769890323
27;24;27;39;27;27;24;13489,19568;0,195676541
7;4;17;14;17;7;4;-785,7480512;0,251948777
1;25;14;20;25;14;1;-2549,117494;0,88250565
21;20;21;31;21;21;20;6124,540799;0,540799113
1;4;25;15;25;4;1;-5964,394353;0,605646841
12;7;10;14,5;12;10;7;321,2904279;0,290427904
15;23;7;22,5;23;15;7;-275,7110835;0,288916504
7;26;22;27,5;26;22;7;886,8989822;0,898982234
5;29;7;20,5;29;7;5;-8053,067196;0,93280434
1;10;13;12;13;10;1;-76,21023553;0,789764467
11;30;26;33,5;30;26;11;3418,489335;0,489335355
7;17;14;19;17;14;7;523,0678732;0,067873225
19;7;27;26,5;27;19;7;-376,433977;0,56602297
13;3;27;21,5;27;13;3;-4010,260398;0,739601854
30;28;5;31,5;30;28;5;780,8371259;0,837125902
14;11;25;25;25;14;11;0;0
17;8;23;24;23;17;8;548,6857024;0,685702383
30;5;4;19,5;30;5;4;-10420,92584;0,074162787
20;19;16;27,5;20;19;16;3844,539934;0,539934074
1;5;7;6,5;7;5;1;-10,51672775;0,483272253
17;7;12;18;17;12;7;280,0142853;0,01428535
4;2;25;15,5;25;4;2;-5806,588682;0,411318408
2;26;20;24;26;20;2;-862,2203895;0,77961054
22;1;17;20;22;17;1;-509,8234989;0,17650113
30;21;13;32;30;21;13;2364,565076;0,565076288
5;27;24;28;27;24;5;486,8182412;0,818241236
11;19;25;27,5;25;19;11;1838,693012;0,693011948
30;25;16;35,5;30;25;16;6709,66406;0,664060494
28;25;3;28;28;25;3;0;0
5;24;18;23,5;24;18;5;-246,6257127;0,374287254
23;20;13;28;23;20;13;3174,901573;0,901573278
22;9;18;24,5;22;18;9;1246,717644;0,71764358
27;30;13;35;30;27;13;5206,150209;0,150209128
21;1;1;11,5;21;1;1;-3551,821433;0,178566962
22;12;11;22,5;22;12;11;286,3837706;0,383770599
17;20;18;27,5;20;18;17;3923,200598;0,200597686
6;18;18;21;18;18;6;618,6477188;0,647718819
23;20;25;34;25;23;20;8081,699326;0,699326256
10;12;29;25,5;29;12;10;-3698,312465;0,687535384
26;7;23;28;26;23;7;1111,215551;0,215550647
23;24;30;38,5;30;24;23;11853,56515;0,56514573
25;12;29;33;29;25;12;3860,346098;0,346098474
21;24;19;32;24;21;19;6471,441261;0,441261419
1;2;24;13,5;24;2;1;-5545,797871;0,20212923
3;14;5;11;14;5;3;-477,5939698;0,406030189
28;7;29;32;29;28;7;1697,056275;0,056274848
10;17;12;19,5;17;12;10;786,5787022;0,578702157
15;8;9;16;15;9;8;224;0
8;27;14;24,5;27;14;8;-2143,859372;0,14062779
11;10;5;13;11;10;5;173,0664612;0,066461222
20;21;4;22,5;21;20;4;329,074519;0,074519011
3;26;19;24;26;19;3;-1028,785692;0,214308031
9;26;6;20,5;26;9;6;-4152,460047;0,539952593
28;17;23;34;28;23;17;6542,328026;0,328026016
20;16;6;21;20;16;6;343,6931771;0,693177122
22;10;22;27;22;22;10;2208,36478;0,36477965
13;7;11;15,5;13;11;7;376,4760015;0,476001476
21;15;5;20,5;21;15;5;-192,9928958;0,007104243
13;3;18;17;18;13;3;-230,893915;0,106084965
9;18;27;27;27;18;9;0;0
14;24;9;23,5;24;14;9;-333,8839502;0,11604982
13;15;27;27,5;27;15;13;475,2415093;0,241509327
21;9;2;16;21;9;2;-1960;0
21;20;21;31;21;21;20;6124,540799;0,540799113
27;19;25;35,5;27;25;19;8774,176079;0,176079108
22;29;19;35;29;22;19;7383,267569;0,267569308
25;22;25;36;25;25;22;10164;0
15;7;24;23;24;15;7;-613,866435;0,133565016
8;11;26;22,5;26;11;8;-2768,376449;0,623550876
6;1;21;14;21;6;1;-2723,926578;0,073422429
22;14;17;26,5;22;17;14;2750,863678;0,863678295
7;8;11;13;11;8;7;216,3330765;0,333076528
11;10;3;12;11;10;3;62,35382907;0,353829072
18;19;18;27,5;19;18;18;4022,837438;0,837438263
19;18;23;30;23;19;18;5060,956431;0,956431348
14;30;16;30;30;16;14;0;0
26;8;18;26;26;18;8;0;0
21;28;26;37,5;28;26;21;11038,77862;0,778618961
7;17;8;16;17;8;7;-288;0
17;17;18;26;18;17;17;3304,164645;0,164644808
16;15;11;21;16;15;11;1374,772708;0,772708487
15;5;1;10,5;15;5;1;-761,8920784;0,107921643
21;10;3;17;21;10;3;-1616,257405;0,742594758
1;11;28;20;28;11;1;-6117,881986;0,118013561
6;12;28;23;28;12;6;-4484,102474;0,897525703
20;15;15;25;20;15;15;2500;0
19;9;12;20;19;12;9;393,547964;0,54796404
19;6;2;13,5;19;6;2;-1742,965045;0,034954901
17;4;2;11,5;17;4;2;-1328,912781;0,087218931
9;8;6;11,5;9;8;6;163,1998152;0,199815219
11;4;5;10;11;5;4;-94,86832981;0,131670195
10;26;9;22,5;26;10;9;-2801,580365;0,419635445
11;26;22;29,5;26;22;11;2637,618888;0,61888802
16;29;5;25;29;16;5;-3600;0
30;18;27;37,5;30;27;18;9403,744216;0,744215654
19;13;13;22,5;19;13;13;1498,326684;0,326683859
6;8;9;11,5;9;8;6;163,1998152;0,199815219
3;27;22;26;27;22;3;-469,1097953;0,890204749
20;15;21;28;21;20;15;3852,213909;0,21390891
3;11;2;8;11;3;2;-254,5584412;0,441558773
24;30;19;36,5;30;24;19;8590,290497;0,290496852
19;23;9;25,5;23;19;9;1353,964881;0,964880799
27;5;22;27;27;22;5;0;0
21;28;8;28,5;28;21;8;410,4001953;0,400195312
29;5;26;30;29;26;5;547,7225575;0,722557505
29;26;16;35,5;29;26;16;7174,402697;0,402696719
21;16;29;33;29;21;16;4687,56312;0,563119575
2;18;25;22,5;25;18;2;-1093,950428;0,049571936
6;18;11;17,5;18;11;6;-156,3508425;0,649157541
13;5;20;19;20;13;5;-366,1475113;0,852488743
10;17;28;27,5;28;17;10;-481,7965646;0,203435372
10;3;7;10;10;7;3;0;0
13;9;13;17,5;13;13;9;720,0505353;0,050535336
28;14;4;23;28;14;4;-4100,435952;0,564047568
21;10;9;20;21;10;9;-491,934955;0,06504495
6;16;10;16;16;10;6;0;0
27;11;28;33;28;27;11;3791,411347;0,411346715
14;27;26;33,5;27;26;14;5502,139978;0,139977857
30;8;21;29,5;30;21;8;-496,2932837;0,706716308
30;29;29;44;30;29;29;20894,73618;0,736179239
22;7;17;23;22;17;7;460,3998262;0,399826238
26;8;19;26,5;26;19;8;357,1296705;0,129670515
20;20;23;31,5;23;20;20;6309,135915;0,135914861
18;27;4;24,5;27;18;4;-1648,884625;0,115374621
29;20;5;27;29;20;5;-1600,414946;0,585053806
15;4;2;10,5;15;4;2;-805,6370781;0,362921929
11;22;13;23;22;13;11;575,4997828;0,499782798
24;11;13;24;24;13;11;0;0
10;17;29;28;29;17;10;-1047,717519;0,282480818
20;6;30;28;30;20;6;-1862,608923;0,391077011
6;30;17;26,5;30;17;6;-3508,879447;0,120552575
22;25;23;35;25;23;22;9229,084462;0,084461635
16;6;9;15,5;16;9;6;-121,5549966;0,445003445
24;5;21;25;24;21;5;400;0
11;30;23;32;30;23;11;2138,290906;0,290906308
22;5;18;22,5;22;18;5;186,7720243;0,772024304
24;3;26;26,5;26;24;3;151,2170677;0,217067696
16;11;8;17,5;16;11;8;387,4781748;0,478174789
17;19;27;31,5;27;19;17;4577,683959;0,683959131
9;29;11;24,5;29;11;9;-4660,80596;0,194040157
21;28;13;31;28;21;13;3006,592756;0,592755928
5;21;20;23;21;20;5;517,9498045;0,949804518
24;8;4;18;24;8;4;-3563,818177;0,18182282
16;15;26;28,5;26;16;15;2252,196194;0,196193788
8;28;1;18,5;28;8;1;-7508,217022;0,782977859
11;8;5;12;11;8;5;96,99484522;0,994845224
30;27;2;29,5;30;27;2;-186,7040397;0,295960307
22;10;24;28;24;22;10;2285,929133;0,92913276
19;27;9;27,5;27;19;9;412,3129784;0,312978437
27;30;21;39;30;27;21;12140,27611;0,276108886
18;14;1;16,5;18;14;1;-236,1048661;0,895133865
25;13;16;27;25;16;13;1600,414946;0,414946194
3;22;10;17,5;22;10;3;-2047,202502;0,797497574
12;4;1;8,5;12;4;1;-344,3905963;0,609403711
20;11;25;28;25;20;11;2158,93307;0,933069829
9;4;5;9;9;5;4;0;0
26;30;13;34,5;30;26;13;4830,359417;0,359417431
30;4;1;17,5;30;4;1;-11647,87631;0,123693096
19;11;10;20;19;11;10;402,4922359;0,49223595
26;5;17;24;26;17;5;-1303,128543;0,871456839
12;5;16;16,5;16;12;5;105,1047469;0,10474686
30;21;18;34,5;30;21;18;5887,620029;0,620028633
2;19;26;23,5;26;19;2;-1172,532566;0,467434487
15;23;25;31,5;25;23;15;5116,482623;0,482622827
1;5;30;18;30;5;1;-11251,4831;0,51689776
4;19;19;21;19;19;4;311,6151473;0,615147257
28;4;7;19,5;28;7;4;-7272,403088;0,596911633
14;25;25;32;25;25;14;4989,345448;0,345448052
7;14;15;18;15;14;7;560,0285707;0,0285707
30;24;23;38,5;30;24;23;11853,56515;0,56514573
10;27;10;23,5;27;10;10;-3092,213789;0,786210951
21;29;29;39,5;29;29;21;12818,84435;0,844353322
4;19;4;13,5;19;4;4;-1823,798207;0,201793389
7;17;24;24;24;17;7;0;0
14;28;2;22;28;14;2;-4502,799129;0,20087057
21;8;10;19,5;21;10;8;-723,652406;0,347594015
27;18;16;30,5;27;18;16;3503,450448;0,450447639
4;27;21;26;27;21;4;-560,8921465;0,107853505
12;17;25;27;25;17;12;1558,845727;0,845726812
23;30;3;28;30;23;3;-1322,875656;0,124344468
1;11;29;20,5;29;11;1;-7129,417912;0,58208843
27;30;18;37,5;30;27;18;9403,744216;0,744215654
12;16;17;22,5;17;16;12;1780,559965;0,559965029
16;29;21;33;29;21;16;4687,56312;0,563119575
19;20;10;24,5;20;19;10;1776,340623;0,340622688
1;17;7;12,5;17;7;1;-1006,301338;0,698662024
28;11;15;27;28;15;11;-997,6612652;0,33873484
7;8;29;22;29;8;7;-6894,911167;0,08883306
10;7;21;19;21;10;7;-941,5221718;0,477828195
3;24;24;25,5;24;24;3;255,6437188;0,643718752
19;3;2;12;19;3;2;-2182,384018;0,615982463
19;20;24;31,5;24;20;19;6050,961555;0,961555173
15;11;28;27;28;15;11;-997,6612652;0,33873484
2;25;20;23,5;25;20;2;-547,1818639;0,818136094
28;22;15;32,5;28;22;15;4713,912773;0,912773144
16;14;1;15,5;16;14;1;-42,81491781;0,185082185
7;5;3;7,5;7;5;3;15,40469693;0,40469693
3;22;2;13,5;22;3;2;-3771,142552;0,857447876
30;29;10;34,5;30;29;10;3561,646684;0,646683988
16;29;4;24,5;29;16;4;-3881,220734;0,779266415
9;22;8;19,5;22;9;8;-1333,043906;0,956094239
24;14;29;33,5;29;24;14;4824,953519;0,953519044
25;7;6;19;25;7;6;-4079,929411;0,070588846
5;25;4;17;25;5;4;-5145,635821;0,364179229
14;12;10;18;14;12;10;814,5870119;0,587011927
24;21;16;30,5;24;21;16;4944,87006;0,870060382
28;25;8;30,5;28;25;8;1708,579282;0,579282346
9;8;5;11;9;8;5;119,3984925;0,398492453
17;1;13;15,5;17;13;1;-214,0745891;0,925410925
16;10;23;24,5;23;16;10;915,0845632;0,084563203
1;24;30;27,5;30;24;1;-1215,962758;0,037241653
22;19;4;22,5;22;19;4;153,5681089;0,568108872
29;17;19;32,5;29;19;17;4175,179885;0,179884785
12;14;14;20;14;14;12;1287,975155;0,97515504
2;14;17;16,5;17;14;2;-73,62409804;0,375901958
11;11;9;15,5;11;11;9;518,2081432;0,208143208
21;1;4;13;21;4;1;-3115,196302;0,803697999
22;30;24;38;30;24;22;11046,62989;0,62989332
18;21;15;27;21;18;15;3367,10677;0,106769914
2;10;9;10,5;10;9;2;20,65736098;0,657360976
11;8;11;15;11;11;8;433,7741348;0,774134775
13;22;1;18;22;13;1;-1442,497834;0,502166379
24;23;7;27;24;23;7;1247,076581;0,07658145
2;2;24;14;24;2;2;-5387,986637;0,013363046
10;24;2;18;24;10;2;-3258,348048;0,651952292
9;14;26;24,5;26;14;9;-1208,357101;0,6428993
5;12;6;11,5;12;6;5;-60,61707422;0,382925776
17;2;6;12,5;17;6;2;-1085,850851;0,14914914
8;24;21;26,5;24;21;8;1309,475459;0,475458557
2;1;13;8;13;2;1;-593,9696962;0,030303803
20;2;25;23,5;25;20;2;-547,1818639;0,818136094
23;29;8;30;29;23;8;843,4927386;0,492738558
14;16;27;28,5;27;16;14;1451,415325;0,415324886
7;30;7;22;30;7;7;-8442,748368;0,251632318
27;6;23;28;27;23;6;582,0652884;0,065288434
14;30;20;32;30;20;14;2443,761036;0,761035781
18;9;13;20;18;13;9;688,7089371;0,70893707
11;23;28;31;28;23;11;2672,526894;0,526894158
18;2;22;21;22;18;2;-261,2068146;0,793185388
3;30;2;17,5;30;3;2;-11752,45881;0,541189779
19;5;11;17,5;19;11;5;-509,8397037;0,160296331
28;19;16;31,5;28;19;16;3805,967123;0,967123109
9;7;20;18;20;9;7;-840,042856;0,95714395
9;20;8;18,5;20;9;8;-643,561459;0,438540959
5;10;22;18,5;22;10;5;-1727,454443;0,545557312
23;15;27;32,5;27;23;15;5212,739522;0,739521625
1;3;30;17;30;3;1;-12006,48358;0,516418201
1;1;20;11;20;1;1;-2984,962311;0,03768868
14;25;1;20;25;14;1;-2549,117494;0,88250565
5;22;21;24;22;21;5;558,4836614;0,483661355
16;18;12;23;18;16;12;1846,395136;0,395136475
17;18;10;22,5;18;17;10;1467,494477;0,494476672
25;27;14;33;27;25;14;5239,041134;0,041133643
23;5;2;15;23;5;2;-4027,90268;0,097319944
1;1;11;6,5;11;1;1;-347,0520156;0,947984356
7;2;13;11;13;7;2;-238,7969849;0,203015094
13;12;10;17,5;13;12;10;776,5250871;0,525087127
16;6;2;12;16;6;2;-831,3843876;0,615612367
2;27;3;16;27;3;2;-8008;0
1;3;11;7,5;11;3;1;-280,3654841;0,634515877
7;6;4;8,5;7;6;4;49,19865661;0,198656613
2;7;12;10,5;12;7;2;-144,6015268;0,398473167
18;26;19;31,5;26;19;18;5209,088643;0,088643149
28;27;29;42;29;28;27;17692,42211;0,422106653
8;6;15;14,5;15;8;6;-105,192866;0,807133975
19;10;17;23;19;17;10;1496,299435;0,299435274
25;26;27;39;27;26;25;13639,07563;0,075628502
16;18;11;22,5;18;16;11;1595,566722;0,566721909
5;25;28;29;28;25;5;516,9758215;0,975821485
19;28;8;27,5;28;19;8;-434,6001665;0,399833539
6;25;14;22,5;25;14;6;-1663,160407;0,839593105
9;11;18;19;18;11;9;348,7119155;0,711915483
15;1;29;22,5;29;15;1;-4971,693409;0,306591154
30;4;1;17,5;30;4;1;-11647,87631;0,123693096
9;8;17;17;17;9;8;0;0
21;26;13;30;26;21;13;3352,062052;0,062051932
21;27;9;28,5;27;21;9;1171,142021;0,14202077
19;13;16;24;19;16;13;2155,550974;0,550973649
5;5;25;17,5;25;5;5;-4902,304843;0,695157027
17;25;10;26;25;17;10;734,25881;0,258809957
11;18;6;17,5;18;11;6;-156,3508425;0,649157541
24;20;26;35;26;24;20;8785,378478;0,378477903
13;13;4;15;13;13;4;170,4112672;0,411267233
2;4;1;3,5;4;2;1;-3,5078038;0,4921962
29;29;17;37,5;29;29;17;9070,001238;0,001238199
8;24;7;19,5;24;8;7;-2856,522655;0,477344797
12;30;7;24,5;30;12;7;-5955,164923;0,835077195
3;19;28;25;28;19;3;-1980;0
6;25;18;24,5;25;18;6;-297,6035665;0,396433468
26;15;8;24,5;26;15;8;-1163,809373;0,190626515
26;7;27;30;27;26;7;1511,714259;0,714258714
1;28;22;25,5;28;22;1;-1082,540686;0,459314419
24;14;3;20,5;24;14;3;-1802,587604;0,41239594
19;29;28;38;29;28;19;10541,14795;0,147945077
17;8;25;25;25;17;8;0;0
18;8;24;25;24;18;8;595;0
4;8;18;15;18;8;4;-894,659153;0,340847026
14;24;7;22,5;24;14;7;-937,4176839;0,582316114
24;24;3;25,5;24;24;3;255,6437188;0,643718752
26;13;13;26;26;13;13;0;0
28;9;11;24;28;11;9;-3821,203999;0,796001258
27;11;25;31,5;27;25;11;3365,386966;0,386965816
1;18;13;16;18;13;1;-360;0
24;3;22;24,5;24;22;3;133,0244632;0,024463211
5;26;22;26,5;26;22;5;249,025554;0,025554035
6;13;9;14;13;9;6;149,6662955;0,666295471
6;21;1;14;21;6;1;-2723,926578;0,073422429
12;19;10;20,5;19;12;10;606,1448427;0,144842684
5;6;27;19;27;6;5;-6346,556862;0,443138205
26;26;11;31,5;26;26;11;3480,44293;0,44293046
11;10;13;17;13;11;10;692,6817451;0,681745104
6;1;18;12,5;18;6;1;-1453,546377;0,453622923
2;10;20;16;20;10;2;-1344;0
6;29;13;24;29;13;6;-4849,989691;0,010309289
23;18;7;24;23;18;7;499,6959075;0,695907528
29;6;14;24,5;29;14;6;-4326,698006;0,301994267
19;20;15;27;20;19;15;3491,814428;0,814428059
28;3;21;26;28;21;3;-1172,774488;0,225511874
11;1;26;19;26;11;1;-4393,770135;0,229864911
1;21;27;24,5;27;21;1;-1017,791823;0,20817683
1;25;18;22;25;18;1;-1181,984771;0,015228524
24;1;8;16,5;24;8;1;-4013,782724;0,21727571
5;6;22;16,5;22;6;5;-2697,688503;0,311497261
13;21;28;31;28;21;13;3006,592756;0,592755928
6;10;15;15,5;15;10;6;102,8542279;0,854227854
6;28;26;30;28;26;6;1051,62731;0,62731041
9;24;24;28,5;24;24;9;2108,055637;0,055637385
4;25;14;21,5;25;14;4;-2130,034248;0,965751816
8;23;21;26;23;21;8;1376,735269;0,73526867
24;28;11;31,5;28;24;11;3020,219072;0,219071887
7;18;7;16;18;7;7;-648;0
19;18;8;22,5;19;18;8;1083,277741;0,277740961
2;9;21;16;21;9;2;-1960;0
16;20;22;29;22;20;16;4410,449977;0,449977043
24;26;25;37,5;26;25;24;11883,85258;0,852580222
20;10;2;16;20;10;2;-1344;0
5;5;24;17;24;5;5;-4156,090471;0,909529377
