;;;;;;п;;;;;;неп;;;;;;;;;;;;
42;8;86;49;63;2;0;0;0;0;0;0;42;8;86;49;63;2;0;1;0;0;0;1;2
74;42;28;50;111;63;0;0;0;0;0;0;74;42;28;50;111;63;0;0;1;0;0;0;1
97;7;35;15;64;7;0;7;0;0;0;7;97;0;35;15;64;0;0;0;1;1;0;0;2
88;60;29;12;88;60;88;60;0;0;88;60;0;0;29;12;0;0;0;0;1;1;0;0;2
71;43;60;12;106;28;0;0;0;0;0;0;71;43;60;12;106;28;0;0;0;1;0;1;2
84;10;17;20;42;6;0;0;0;0;0;0;84;10;17;20;42;6;0;1;1;1;0;1;4
97;42;54;9;64;42;0;42;0;0;0;42;97;0;54;9;64;0;0;0;0;1;0;0;1
64;8;44;41;192;12;0;0;0;0;0;0;64;8;44;41;192;12;0;1;0;0;0;1;2
66;15;38;11;198;22;0;0;0;0;0;0;66;15;38;11;198;22;0;1;0;1;0;1;3
37;4;69;22;18;12;0;0;0;0;0;0;37;4;69;22;18;12;0;1;0;1;1;1;4
18;31;27;3;9;31;0;31;0;0;0;31;18;0;27;3;9;0;1;0;1;1;1;0;4
14;50;39;10;4;150;0;0;0;0;0;0;14;50;39;10;4;150;1;0;0;1;1;0;3
1;52;23;41;3;17;0;0;0;0;0;0;1;52;23;41;3;17;1;0;1;0;1;1;4
53;54;99;8;35;54;0;54;0;0;0;54;53;0;99;8;35;0;0;0;0;1;1;0;2
22;36;64;43;22;108;22;0;0;0;22;0;0;36;64;43;0;108;0;1;0;0;0;0;1
78;42;82;13;26;21;0;0;0;0;0;0;78;42;82;13;26;21;0;0;0;1;1;1;3
38;100;88;47;57;50;0;0;0;0;0;0;38;100;88;47;57;50;0;0;0;0;0;0;0
58;70;17;14;174;46;0;0;0;0;0;0;58;70;17;14;174;46;0;0;1;1;0;0;2
91;14;70;12;91;21;91;0;0;0;91;0;0;14;70;12;0;21;0;1;0;1;0;1;3
100;32;3;23;150;32;0;32;0;0;0;32;100;0;3;23;150;0;0;0;1;1;0;0;2
39;30;97;11;39;45;39;0;0;0;39;0;0;30;97;11;0;45;0;1;0;1;0;0;2
84;23;93;28;42;69;0;0;0;0;0;0;84;23;93;28;42;69;0;1;0;1;0;0;2
32;16;48;20;32;8;32;0;0;0;32;0;0;16;48;20;0;8;0;1;0;1;0;1;3
67;41;96;34;100;82;0;0;0;0;0;0;67;41;96;34;100;82;0;0;0;1;0;0;1
4;53;62;4;4;106;4;0;0;4;4;0;0;53;62;0;0;106;0;0;0;0;0;0;0
45;2;24;18;45;0;45;0;0;0;45;0;0;2;24;18;0;0;0;1;1;1;0;1;4
22;46;22;43;22;46;22;46;22;0;22;46;0;0;0;43;0;0;0;0;0;0;0;0;0
8;100;16;20;5;150;0;0;0;0;0;0;8;100;16;20;5;150;1;0;1;1;1;0;4
69;83;31;10;207;41;0;0;0;0;0;0;69;83;31;10;207;41;0;0;1;1;0;0;2
6;50;23;25;4;50;0;50;0;0;0;50;6;0;23;25;4;0;1;0;1;1;1;0;4
85;34;34;18;85;22;85;34;34;0;85;0;0;0;0;18;0;22;0;0;0;1;0;1;2
17;46;97;7;17;46;17;46;0;0;17;46;0;0;97;7;0;0;0;0;0;1;0;0;1
27;87;64;16;27;261;27;0;0;0;27;0;0;87;64;16;0;261;0;0;0;1;0;0;1
36;19;28;37;24;19;0;19;0;0;0;19;36;0;28;37;24;0;1;0;1;0;1;0;3
64;58;82;9;64;58;64;58;0;0;64;58;0;0;82;9;0;0;0;0;0;1;0;0;1
92;39;65;24;92;13;92;0;0;0;92;0;0;39;65;24;0;13;0;0;0;1;0;1;2
4;54;93;23;1;162;0;0;0;0;0;0;4;54;93;23;1;162;1;0;0;1;1;0;3
46;59;61;37;46;39;46;0;0;0;46;0;0;59;61;37;0;39;0;0;0;0;0;0;0
55;4;91;38;55;4;55;4;0;0;55;4;0;0;91;38;0;0;0;0;0;0;0;0;0
68;34;32;33;204;34;0;34;0;0;0;34;68;0;32;33;204;0;0;0;1;1;0;0;2
31;76;46;31;20;38;31;0;0;31;0;0;0;76;46;0;20;38;0;0;0;0;1;0;1
72;72;12;16;144;144;72;72;0;0;144;144;0;0;12;16;0;0;0;0;1;1;0;0;2
91;59;76;49;91;59;91;59;0;0;91;59;0;0;76;49;0;0;0;0;0;0;0;0;0
65;25;83;10;65;25;65;25;0;0;65;25;0;0;83;10;0;0;0;0;0;1;0;0;1
63;63;79;15;94;21;63;63;0;0;0;0;0;0;79;15;94;21;0;0;0;1;0;1;2
89;78;19;16;44;117;0;0;0;0;0;0;89;78;19;16;44;117;0;0;1;1;0;0;2
79;22;52;40;79;22;79;22;0;0;79;22;0;0;52;40;0;0;0;0;0;0;0;0;0
64;38;7;45;128;25;0;0;0;0;0;0;64;38;7;45;128;25;0;0;1;0;0;1;2
94;43;45;19;47;28;0;0;0;0;0;0;94;43;45;19;47;28;0;0;0;1;0;1;2
60;15;65;7;60;10;60;0;0;0;60;0;0;15;65;7;0;10;0;1;0;1;0;1;3
83;50;53;49;166;100;0;0;0;0;0;0;83;50;53;49;166;100;0;0;0;0;0;0;0
55;75;100;35;55;75;55;75;0;0;55;75;0;0;100;35;0;0;0;0;0;1;0;0;1
8;36;74;46;2;36;0;36;0;0;0;36;8;0;74;46;2;0;1;0;0;0;1;0;2
38;29;83;8;38;14;38;0;0;0;38;0;0;29;83;8;0;14;0;1;0;1;0;1;3
66;12;86;28;99;18;0;0;0;0;0;0;66;12;86;28;99;18;0;1;0;1;0;1;3
59;82;87;22;59;82;59;82;0;0;59;82;0;0;87;22;0;0;0;0;0;1;0;0;1
88;71;60;48;88;106;88;0;0;0;88;0;0;71;60;48;0;106;0;0;0;0;0;0;0
74;51;72;9;74;153;74;0;0;0;74;0;0;51;72;9;0;153;0;0;0;1;0;0;1
79;14;70;20;237;9;0;0;0;0;0;0;79;14;70;20;237;9;0;1;0;1;0;1;3
25;25;14;6;12;12;25;25;0;0;12;12;0;0;14;6;0;0;0;0;1;1;0;0;2
52;68;86;50;52;34;52;0;0;0;52;0;0;68;86;50;0;34;0;0;0;0;0;1;1
36;44;82;29;72;29;0;0;0;29;0;29;36;44;82;0;72;0;1;0;0;0;0;0;1
28;26;70;35;28;26;28;26;0;0;28;26;0;0;70;35;0;0;0;0;0;1;0;0;1
44;53;32;36;29;159;0;0;0;0;0;0;44;53;32;36;29;159;0;0;1;1;1;0;3
43;87;66;34;28;130;0;0;0;0;0;0;43;87;66;34;28;130;0;0;0;1;1;0;2
33;48;89;12;33;96;33;0;0;0;33;0;0;48;89;12;0;96;0;0;0;1;0;0;1
56;62;85;4;37;186;0;0;0;0;0;0;56;62;85;4;37;186;0;0;0;1;0;0;1
8;48;88;39;5;72;0;0;0;0;0;0;8;48;88;39;5;72;1;0;0;0;1;0;2
62;76;63;38;31;228;0;0;0;0;0;0;62;76;63;38;31;228;0;0;0;0;1;0;1
43;56;95;21;28;84;0;0;0;0;0;0;43;56;95;21;28;84;0;0;0;1;1;0;2
92;86;27;40;61;258;0;0;0;0;0;0;92;86;27;40;61;258;0;0;1;0;0;0;1
13;37;38;36;4;74;0;0;0;0;0;0;13;37;38;36;4;74;1;0;0;1;1;0;3
21;41;49;37;21;41;21;41;0;0;21;41;0;0;49;37;0;0;0;0;0;0;0;0;0
72;11;47;1;72;11;72;11;0;0;72;11;0;0;47;1;0;0;0;0;0;1;0;0;1
62;28;48;6;62;18;62;0;0;0;62;0;0;28;48;6;0;18;0;1;0;1;0;1;3
67;76;28;2;67;38;67;0;0;0;67;0;0;76;28;2;0;38;0;0;1;1;0;0;2
46;28;4;44;69;14;0;0;0;0;0;0;46;28;4;44;69;14;0;1;1;0;0;1;3
95;19;10;20;190;6;0;0;0;0;0;0;95;19;10;20;190;6;0;1;1;1;0;1;4
68;48;98;7;68;48;68;48;0;0;68;48;0;0;98;7;0;0;0;0;0;1;0;0;1
74;7;7;47;74;14;74;7;7;0;74;0;0;0;0;47;0;14;0;0;0;0;0;1;1
43;77;54;24;43;154;43;0;0;0;43;0;0;77;54;24;0;154;0;0;0;1;0;0;1
18;92;39;30;18;184;18;0;0;0;18;0;0;92;39;30;0;184;0;0;0;1;0;0;1
36;11;80;43;36;11;36;11;0;0;36;11;0;0;80;43;0;0;0;0;0;0;0;0;0
27;19;51;39;27;19;27;19;0;0;27;19;0;0;51;39;0;0;0;0;0;0;0;0;0
56;16;16;19;56;16;56;16;16;0;56;16;0;0;0;19;0;0;0;0;0;1;0;0;1
48;78;39;36;144;78;0;78;0;0;0;78;48;0;39;36;144;0;0;0;0;1;0;0;1
24;95;92;6;72;95;0;95;0;0;0;95;24;0;92;6;72;0;1;0;0;1;0;0;2
39;46;88;17;13;138;0;0;0;0;0;0;39;46;88;17;13;138;0;0;0;1;1;0;2
70;87;4;24;35;87;0;87;0;0;0;87;70;0;4;24;35;0;0;0;1;1;1;0;3
19;13;19;30;19;39;19;0;19;0;19;0;0;13;0;30;0;39;0;1;0;1;0;0;2
5;53;95;38;1;159;0;0;0;0;0;0;5;53;95;38;1;159;1;0;0;0;1;0;2
99;79;75;18;99;52;99;0;0;0;99;0;0;79;75;18;0;52;0;0;0;1;0;0;1
74;69;32;34;148;23;0;0;0;0;0;0;74;69;32;34;148;23;0;0;1;1;0;1;3
87;50;43;20;58;50;0;50;0;0;0;50;87;0;43;20;58;0;0;0;0;1;0;0;1
80;34;60;20;26;11;0;0;0;0;0;0;80;34;60;20;26;11;0;1;0;1;1;1;4
46;61;37;9;15;40;0;0;0;0;0;0;46;61;37;9;15;40;0;0;0;1;1;0;2
27;25;40;23;9;16;0;0;0;0;0;0;27;25;40;23;9;16;1;1;0;1;1;1;5
52;92;74;21;52;46;52;0;0;0;52;0;0;92;74;21;0;46;0;0;0;1;0;0;1
20;63;64;43;13;42;0;0;0;0;0;0;20;63;64;43;13;42;1;0;0;0;1;0;2
36;94;90;43;24;188;0;0;0;0;0;0;36;94;90;43;24;188;1;0;0;0;1;0;2
50;4;89;29;33;12;0;0;0;0;0;0;50;4;89;29;33;12;0;1;0;1;1;1;4
60;100;37;45;30;150;0;0;0;0;0;0;60;100;37;45;30;150;0;0;0;0;1;0;1
24;51;22;35;24;51;24;51;0;0;24;51;0;0;22;35;0;0;0;0;1;1;0;0;2
63;55;95;40;42;110;0;0;0;0;0;0;63;55;95;40;42;110;0;0;0;0;0;0;0
91;24;4;44;91;12;91;0;0;0;91;0;0;24;4;44;0;12;0;1;1;0;0;1;3
34;96;48;50;68;96;0;96;0;0;0;96;34;0;48;50;68;0;1;0;0;0;0;0;1
83;82;1;40;83;54;83;0;0;0;83;0;0;82;1;40;0;54;0;0;1;0;0;0;1
94;34;46;43;47;34;0;34;0;0;0;34;94;0;46;43;47;0;0;0;0;0;0;0;0
29;90;79;48;43;90;0;90;0;0;0;90;29;0;79;48;43;0;1;0;0;0;0;0;1
21;86;31;1;21;86;21;86;0;0;21;86;0;0;31;1;0;0;0;0;1;1;0;0;2
14;92;77;38;28;138;0;0;0;0;0;0;14;92;77;38;28;138;1;0;0;0;1;0;2
65;82;80;46;65;41;65;0;0;0;65;0;0;82;80;46;0;41;0;0;0;0;0;0;0
52;77;88;42;104;77;0;77;0;0;0;77;52;0;88;42;104;0;0;0;0;0;0;0;0
32;75;1;2;64;75;0;75;0;0;0;75;32;0;1;2;64;0;1;0;1;1;0;0;3
35;21;27;13;105;31;0;0;0;0;0;0;35;21;27;13;105;31;1;1;1;1;0;1;5
5;16;49;36;5;16;5;16;0;0;5;16;0;0;49;36;0;0;0;0;0;1;0;0;1
57;81;29;16;57;54;57;0;0;0;57;0;0;81;29;16;0;54;0;0;1;1;0;0;2
47;67;96;38;141;67;0;67;0;0;0;67;47;0;96;38;141;0;0;0;0;0;0;0;0
41;44;62;13;82;44;0;44;0;0;0;44;41;0;62;13;82;0;0;0;0;1;0;0;1
28;9;39;49;84;9;0;9;0;0;0;9;28;0;39;49;84;0;1;0;0;0;0;0;1
83;31;92;19;124;31;0;31;0;0;0;31;83;0;92;19;124;0;0;0;0;1;0;0;1
22;88;66;17;14;29;0;0;0;0;0;0;22;88;66;17;14;29;1;0;0;1;1;1;4
12;16;19;46;18;5;0;0;0;0;0;0;12;16;19;46;18;5;1;1;1;0;1;1;5
71;8;97;29;23;5;0;0;0;0;0;0;71;8;97;29;23;5;0;1;0;1;1;1;4
52;7;55;7;34;2;0;7;0;7;0;0;52;0;55;0;34;2;0;0;0;0;1;1;2
20;70;3;33;60;70;0;70;0;0;0;70;20;0;3;33;60;0;1;0;1;1;0;0;3
25;35;29;24;16;17;0;0;0;0;0;0;25;35;29;24;16;17;1;1;1;1;1;1;6
44;86;88;24;44;86;44;86;0;0;44;86;0;0;88;24;0;0;0;0;0;1;0;0;1
92;52;6;18;276;78;0;0;0;0;0;0;92;52;6;18;276;78;0;0;1;1;0;0;2
10;5;92;29;10;1;10;0;0;0;10;0;0;5;92;29;0;1;0;1;0;1;0;1;3
6;59;62;40;6;39;6;0;0;0;6;0;0;59;62;40;0;39;0;0;0;0;0;0;0
100;94;29;20;300;94;0;94;0;0;0;94;100;0;29;20;300;0;0;0;1;1;0;0;2
26;99;70;3;17;297;0;0;0;0;0;0;26;99;70;3;17;297;1;0;0;1;1;0;3
35;77;81;1;17;38;0;0;0;0;0;0;35;77;81;1;17;38;1;0;0;1;1;0;3
94;40;51;16;94;13;94;0;0;0;94;0;0;40;51;16;0;13;0;0;0;1;0;1;2
68;42;98;47;68;126;68;0;0;0;68;0;0;42;98;47;0;126;0;0;0;0;0;0;0
32;100;50;23;32;100;32;100;0;0;32;100;0;0;50;23;0;0;0;0;0;1;0;0;1
94;5;82;1;94;5;94;5;0;0;94;5;0;0;82;1;0;0;0;0;0;1;0;0;1
64;8;52;15;42;8;0;8;0;0;0;8;64;0;52;15;42;0;0;0;0;1;0;0;1
59;17;5;47;59;11;59;0;0;0;59;0;0;17;5;47;0;11;0;1;1;0;0;1;3
92;24;12;17;92;16;92;0;0;0;92;0;0;24;12;17;0;16;0;1;1;1;0;1;4
78;73;100;16;52;146;0;0;0;0;0;0;78;73;100;16;52;146;0;0;0;1;0;0;1
76;84;65;25;114;42;0;0;0;0;0;0;76;84;65;25;114;42;0;0;0;1;0;0;1
41;36;82;25;41;36;41;36;0;0;41;36;0;0;82;25;0;0;0;0;0;1;0;0;1
89;91;59;2;89;182;89;0;0;0;89;0;0;91;59;2;0;182;0;0;0;1;0;0;1
12;61;95;49;8;40;0;0;0;0;0;0;12;61;95;49;8;40;1;0;0;0;1;0;2
63;8;48;19;31;8;0;8;0;0;0;8;63;0;48;19;31;0;0;0;0;1;1;0;2
52;81;49;20;34;162;0;0;0;0;0;0;52;81;49;20;34;162;0;0;0;1;1;0;2
52;35;13;50;34;11;0;0;0;0;0;0;52;35;13;50;34;11;0;1;1;0;1;1;4
28;2;21;32;28;2;28;2;0;0;28;2;0;0;21;32;0;0;0;0;1;1;0;0;2
82;39;94;9;41;39;0;39;0;0;0;39;82;0;94;9;41;0;0;0;0;1;0;0;1
16;48;93;1;48;24;0;48;0;0;48;0;16;0;93;1;0;24;1;0;0;1;0;1;3
83;29;45;36;83;9;83;0;0;0;83;0;0;29;45;36;0;9;0;1;0;1;0;1;3
39;71;89;29;39;142;39;0;0;0;39;0;0;71;89;29;0;142;0;0;0;1;0;0;1
94;5;48;26;62;5;0;5;0;0;0;5;94;0;48;26;62;0;0;0;0;1;0;0;1
27;92;88;31;54;46;0;0;0;0;0;0;27;92;88;31;54;46;1;0;0;1;0;0;2
10;41;89;16;20;13;0;0;0;0;0;0;10;41;89;16;20;13;1;0;0;1;1;1;4
25;12;67;5;25;36;25;0;0;0;25;0;0;12;67;5;0;36;0;1;0;1;0;1;3
91;95;40;7;273;31;0;0;0;0;0;0;91;95;40;7;273;31;0;0;0;1;0;1;2
3;62;15;10;3;62;3;62;0;0;3;62;0;0;15;10;0;0;0;0;1;1;0;0;2
31;21;20;34;10;21;0;21;0;0;0;21;31;0;20;34;10;0;1;0;1;1;1;0;4
48;91;31;14;144;136;0;0;0;0;0;0;48;91;31;14;144;136;0;0;1;1;0;0;2
48;50;32;26;48;50;48;50;0;0;48;50;0;0;32;26;0;0;0;0;1;1;0;0;2
48;18;25;9;32;18;0;18;0;0;0;18;48;0;25;9;32;0;0;0;1;1;1;0;3
7;92;83;13;7;30;7;0;0;0;7;0;0;92;83;13;0;30;0;0;0;1;0;1;2
19;75;78;9;19;150;19;0;0;0;19;0;0;75;78;9;0;150;0;0;0;1;0;0;1
71;14;84;3;106;9;0;0;0;0;0;0;71;14;84;3;106;9;0;1;0;1;0;1;3
39;13;22;28;58;13;0;13;0;0;0;13;39;0;22;28;58;0;0;0;1;1;0;0;2
39;6;57;13;58;2;0;0;0;0;0;0;39;6;57;13;58;2;0;1;0;1;0;1;3
11;72;35;36;3;108;0;0;0;0;0;0;11;72;35;36;3;108;1;0;1;1;1;0;4
93;14;41;45;186;7;0;0;0;0;0;0;93;14;41;45;186;7;0;1;0;0;0;1;2
90;15;91;36;90;15;90;15;0;0;90;15;0;0;91;36;0;0;0;0;0;1;0;0;1
17;92;10;6;8;46;0;0;0;0;0;0;17;92;10;6;8;46;1;0;1;1;1;0;4
88;77;79;5;88;38;88;0;0;0;88;0;0;77;79;5;0;38;0;0;0;1;0;0;1
83;53;93;14;41;79;0;0;0;0;0;0;83;53;93;14;41;79;0;0;0;1;0;0;1
20;79;87;50;10;39;0;0;0;0;0;0;20;79;87;50;10;39;1;0;0;0;1;0;2
39;17;69;13;117;5;0;0;0;0;0;0;39;17;69;13;117;5;0;1;0;1;0;1;3
11;86;92;40;11;43;11;0;0;0;11;0;0;86;92;40;0;43;0;0;0;0;0;0;0
91;54;19;41;182;54;0;54;0;0;0;54;91;0;19;41;182;0;0;0;1;0;0;0;1
46;24;60;11;46;36;46;0;0;0;46;0;0;24;60;11;0;36;0;1;0;1;0;1;3
92;42;93;45;92;63;92;0;0;0;92;0;0;42;93;45;0;63;0;0;0;0;0;0;0
99;24;81;46;99;12;99;0;0;0;99;0;0;24;81;46;0;12;0;1;0;0;0;1;2
84;62;75;48;84;41;84;0;0;0;84;0;0;62;75;48;0;41;0;0;0;0;0;0;0
7;49;2;6;3;147;0;0;0;0;0;0;7;49;2;6;3;147;1;0;1;1;1;0;4
27;69;41;10;9;69;0;69;0;0;0;69;27;0;41;10;9;0;1;0;0;1;1;0;3
34;36;16;34;102;18;34;0;0;34;0;0;0;36;16;0;102;18;0;1;1;0;0;1;3
92;37;66;14;61;37;0;37;0;0;0;37;92;0;66;14;61;0;0;0;0;1;0;0;1
28;66;29;27;18;44;0;0;0;0;0;0;28;66;29;27;18;44;1;0;1;1;1;0;4
1;68;77;16;0;68;0;68;0;0;0;68;1;0;77;16;0;0;1;0;0;1;1;0;3
36;67;95;4;72;22;0;0;0;0;0;0;36;67;95;4;72;22;1;0;0;1;0;1;3
89;81;2;3;178;40;0;0;0;0;0;0;89;81;2;3;178;40;0;0;1;1;0;0;2
39;91;21;16;78;30;0;0;0;0;0;0;39;91;21;16;78;30;0;0;1;1;0;1;3
65;46;23;25;65;138;65;0;0;0;65;0;0;46;23;25;0;138;0;0;1;1;0;0;2
56;22;14;48;112;33;0;0;0;0;0;0;56;22;14;48;112;33;0;1;1;0;0;1;3
67;87;22;13;44;130;0;0;0;0;0;0;67;87;22;13;44;130;0;0;1;1;0;0;2
22;3;55;43;33;3;0;3;0;0;0;3;22;0;55;43;33;0;1;0;0;0;1;0;2
16;62;48;50;16;93;16;0;0;0;16;0;0;62;48;50;0;93;0;0;0;0;0;0;0
60;60;76;5;60;120;60;60;0;0;60;0;0;0;76;5;0;120;0;0;0;1;0;0;1
94;57;87;32;47;19;0;0;0;0;0;0;94;57;87;32;47;19;0;0;0;1;0;1;2
48;72;56;46;72;24;0;72;0;0;72;0;48;0;56;46;0;24;0;0;0;0;0;1;1
90;35;94;20;90;23;90;0;0;0;90;0;0;35;94;20;0;23;0;1;0;1;0;1;3
37;83;21;23;37;249;37;0;0;0;37;0;0;83;21;23;0;249;0;0;1;1;0;0;2
11;46;40;12;22;23;0;0;0;0;0;0;11;46;40;12;22;23;1;0;0;1;1;1;4
36;71;73;8;108;47;0;0;0;0;0;0;36;71;73;8;108;47;1;0;0;1;0;0;2
77;37;100;1;77;74;77;0;0;0;77;0;0;37;100;1;0;74;0;0;0;1;0;0;1
90;59;69;18;90;88;90;0;0;0;90;0;0;59;69;18;0;88;0;0;0;1;0;0;1
56;7;23;32;168;7;0;7;0;0;0;7;56;0;23;32;168;0;0;0;1;1;0;0;2
18;54;37;21;27;54;0;54;0;0;0;54;18;0;37;21;27;0;1;0;0;1;1;0;3
76;16;43;17;76;16;76;16;0;0;76;16;0;0;43;17;0;0;0;0;0;1;0;0;1
100;72;72;7;100;108;100;72;72;0;100;0;0;0;0;7;0;108;0;0;0;1;0;0;1
39;52;73;24;26;52;0;52;0;0;0;52;39;0;73;24;26;0;0;0;0;1;1;0;2
52;88;8;34;17;44;0;0;0;0;0;0;52;88;8;34;17;44;0;0;1;1;1;0;3
100;25;63;37;66;50;0;0;0;0;0;0;100;25;63;37;66;50;0;1;0;0;0;0;1
14;97;68;16;14;97;14;97;0;0;14;97;0;0;68;16;0;0;0;0;0;1;0;0;1
11;98;32;11;7;65;11;0;0;11;0;0;0;98;32;0;7;65;0;0;1;0;1;0;2
3;69;97;20;3;46;3;0;0;0;3;0;0;69;97;20;0;46;0;0;0;1;0;0;1
60;21;30;33;30;21;0;21;30;0;30;21;60;0;0;33;0;0;0;0;0;1;0;0;1
81;15;84;10;121;15;0;15;0;0;0;15;81;0;84;10;121;0;0;0;0;1;0;0;1
11;97;85;49;33;32;0;0;0;0;0;0;11;97;85;49;33;32;1;0;0;0;1;1;3
90;59;68;31;45;39;0;0;0;0;0;0;90;59;68;31;45;39;0;0;0;1;0;0;1
81;49;22;7;81;147;81;0;0;0;81;0;0;49;22;7;0;147;0;0;1;1;0;0;2
19;94;59;44;19;31;19;0;0;0;19;0;0;94;59;44;0;31;0;0;0;0;0;1;1
51;73;64;33;51;219;51;0;0;0;51;0;0;73;64;33;0;219;0;0;0;1;0;0;1
87;79;15;11;130;79;0;79;0;0;0;79;87;0;15;11;130;0;0;0;1;1;0;0;2
45;7;74;20;45;10;45;0;0;0;45;0;0;7;74;20;0;10;0;1;0;1;0;1;3
53;39;67;24;159;39;0;39;0;0;0;39;53;0;67;24;159;0;0;0;0;1;0;0;1
98;40;3;20;65;80;0;0;0;0;0;0;98;40;3;20;65;80;0;0;1;1;0;0;2
66;27;86;2;99;27;0;27;0;0;0;27;66;0;86;2;99;0;0;0;0;1;0;0;1
99;65;1;38;33;65;0;65;0;0;0;65;99;0;1;38;33;0;0;0;1;0;1;0;2
3;74;36;33;3;74;3;74;0;0;3;74;0;0;36;33;0;0;0;0;1;1;0;0;2
32;90;22;22;32;45;32;0;22;22;32;0;0;90;0;0;0;45;0;0;0;0;0;0;0
94;32;86;32;188;10;0;32;0;32;0;0;94;0;86;0;188;10;0;0;0;0;0;1;1
32;33;90;33;64;33;0;33;0;33;0;33;32;0;90;0;64;0;1;0;0;0;0;0;1
87;54;23;13;29;54;0;54;0;0;0;54;87;0;23;13;29;0;0;0;1;1;1;0;3
45;86;19;22;135;86;0;86;0;0;0;86;45;0;19;22;135;0;0;0;1;1;0;0;2
60;32;67;19;90;21;0;0;0;0;0;0;60;32;67;19;90;21;0;1;0;1;0;1;3
5;22;57;34;5;14;5;0;0;0;5;0;0;22;57;34;0;14;0;1;0;1;0;1;3
81;98;38;20;243;294;0;0;0;0;0;0;81;98;38;20;243;294;0;0;0;1;0;0;1
64;93;14;21;64;139;64;0;0;0;64;0;0;93;14;21;0;139;0;0;1;1;0;0;2
25;35;42;28;25;23;25;0;0;0;25;0;0;35;42;28;0;23;0;1;0;1;0;1;3
29;95;6;1;29;190;29;0;0;0;29;0;0;95;6;1;0;190;0;0;1;1;0;0;2
9;32;37;35;13;32;0;32;0;0;0;32;9;0;37;35;13;0;1;0;0;1;1;0;3
50;2;16;44;33;4;0;0;0;0;0;0;50;2;16;44;33;4;0;1;1;0;1;1;4
57;18;89;49;57;12;57;0;0;0;57;0;0;18;89;49;0;12;0;1;0;0;0;1;2
55;68;98;40;18;68;0;68;0;0;0;68;55;0;98;40;18;0;0;0;0;0;1;0;1
54;42;2;20;54;14;54;0;0;0;54;0;0;42;2;20;0;14;0;0;1;1;0;1;3
52;2;70;3;52;3;52;0;0;3;52;3;0;2;70;0;0;0;0;1;0;0;0;0;1
67;99;63;22;134;99;0;99;0;0;0;99;67;0;63;22;134;0;0;0;0;1;0;0;1
53;36;42;4;159;36;0;36;0;0;0;36;53;0;42;4;159;0;0;0;0;1;0;0;1
28;35;25;39;9;35;0;35;0;0;0;35;28;0;25;39;9;0;1;0;1;0;1;0;3
40;63;90;34;20;21;0;0;0;0;0;0;40;63;90;34;20;21;0;0;0;1;1;1;3
57;41;26;10;57;20;57;0;0;0;57;0;0;41;26;10;0;20;0;0;1;1;0;1;3
36;60;91;13;36;90;36;0;0;0;36;0;0;60;91;13;0;90;0;0;0;1;0;0;1
14;57;54;3;14;57;14;57;0;0;14;57;0;0;54;3;0;0;0;0;0;1;0;0;1
71;21;14;30;142;21;0;21;0;0;0;21;71;0;14;30;142;0;0;0;1;1;0;0;2
73;50;86;34;109;25;0;0;0;0;0;0;73;50;86;34;109;25;0;0;0;1;0;1;2
32;99;46;19;21;148;0;0;0;0;0;0;32;99;46;19;21;148;1;0;0;1;1;0;3
62;97;96;26;186;32;0;0;0;0;0;0;62;97;96;26;186;32;0;0;0;1;0;1;2
88;26;12;30;132;13;0;0;0;0;0;0;88;26;12;30;132;13;0;1;1;1;0;1;4
79;93;54;25;26;93;0;93;0;0;0;93;79;0;54;25;26;0;0;0;0;1;1;0;2
25;52;20;43;50;52;0;52;0;0;0;52;25;0;20;43;50;0;1;0;1;0;0;0;2
56;89;39;8;112;29;0;0;0;0;0;0;56;89;39;8;112;29;0;0;0;1;0;1;2
49;30;82;49;16;10;49;0;0;49;0;0;0;30;82;0;16;10;0;1;0;0;1;1;3
71;45;44;66;71;22;71;0;0;0;71;0;0;45;44;66;0;22;0;0;0;0;0;1;1
22;16;35;56;7;16;0;16;0;0;0;16;22;0;35;56;7;0;1;0;1;0;1;0;3
14;18;62;47;21;18;0;18;0;0;0;18;14;0;62;47;21;0;1;0;0;0;1;0;2
46;28;30;60;23;56;0;0;0;0;0;0;46;28;30;60;23;56;0;1;1;0;1;0;3
43;46;14;41;86;15;0;0;0;0;0;0;43;46;14;41;86;15;0;0;1;0;0;1;2
40;51;57;69;120;25;0;0;0;0;0;0;40;51;57;69;120;25;0;0;0;0;0;1;1
24;22;22;28;12;7;0;22;22;0;0;0;24;0;0;28;12;7;1;0;0;1;1;1;4
85;44;49;57;170;44;0;44;0;0;0;44;85;0;49;57;170;0;0;0;0;0;0;0;0
48;36;42;53;16;24;0;0;0;0;0;0;48;36;42;53;16;24;0;1;0;0;1;1;3
32;16;72;72;32;16;32;16;72;72;32;16;0;0;0;0;0;0;0;0;0;0;0;0;0
75;31;67;26;225;15;0;0;0;0;0;0;75;31;67;26;225;15;0;1;0;1;0;1;3
89;81;14;87;267;81;0;81;0;0;0;81;89;0;14;87;267;0;0;0;1;0;0;0;1
34;58;42;12;22;116;0;0;0;0;0;0;34;58;42;12;22;116;1;0;0;1;1;0;3
40;44;39;26;26;44;0;44;0;26;26;44;40;0;39;0;0;0;0;0;0;0;0;0;0
39;17;72;18;78;17;0;17;0;0;0;17;39;0;72;18;78;0;0;0;0;1;0;0;1
28;37;20;40;28;37;28;37;0;0;28;37;0;0;20;40;0;0;0;0;1;0;0;0;1
